ACCX;ACCY;ACCZ;GYROX;GYROY;GYROZ;ANGLX;ANGLY;ANGLZ
0.47;-0.32;1.28;-155.96;291.26;79.56;-20.06;-1.18;-5.72
0.34;-0.21;1.26;-80.37;142.55;2.94;-21.93;2.36;-5.64
-0.21;-0.10;0.86;-54.89;272.72;18.74;-23.05;9.78;-5.13
0.22;-0.33;1.54;-136.11;154.58;63.97;-26.41;13.53;-3.40
0.38;-0.31;1.36;-7.40;1.36;-47.89;-26.28;13.04;-4.70
-0.07;-0.17;0.97;32.13;2.14;-40.41;-25.09;12.91;-5.79
0.07;-0.20;0.96;11.89;15.72;2.37;-24.49;13.01;-5.72
0.07;-0.20;0.96;9.61;14.10;-9.67;-23.97;13.04;-5.97
-0.04;-0.21;0.91;-58.59;68.70;50.31;-26.95;16.59;-3.15
0.09;-0.29;1.22;-166.85;52.14;59.53;-30.92;17.52;-1.61
0.28;-0.39;1.36;-236.07;-39.03;39.68;-37.04;15.91;-0.50
0.27;-0.43;1.32;-275.66;-90.48;33.14;-43.90;13.03;0.40
0.00;-0.43;1.24;-318.62;-70.44;52.86;-51.53;10.97;1.77
-0.07;-0.54;1.14;-338.71;-57.56;114.95;-59.94;9.28;4.88
0.20;-0.61;1.16;-379.41;-167.99;99.33;-68.89;4.68;7.46
0.37;-0.68;1.02;-401.69;-236.75;37.79;-79.05;-2.15;8.52
0.02;-0.62;0.81;-370.42;-132.77;17.56;-88.01;-5.64;8.99
-0.38;-0.61;0.53;-347.23;-13.25;120.30;-97.14;-5.55;12.60
0.05;-0.79;0.83;-412.59;-26.40;175.29;-107.35;-6.20;17.51
0.35;-0.90;1.03;-314.47;-20.95;116.01;-114.19;-6.83;20.64
0.07;-0.88;0.65;-169.58;-65.01;61.12;-117.40;-8.47;22.29
-0.12;-0.88;0.55;-177.67;-64.43;64.72;-120.81;-9.91;24.04
0.04;-0.92;0.68;-130.48;-17.99;76.69;-123.02;-10.23;26.19
0.21;-0.95;0.65;-37.00;-15.33;37.41;-122.45;-10.57;27.16
0.09;-0.89;0.47;52.33;-11.01;-8.96;-119.78;-10.72;26.92
-0.04;-0.84;0.29;83.23;-46.28;-12.33;-116.55;-11.68;26.58
0.11;-0.88;0.63;129.99;-6.77;-25.23;-110.26;-11.79;25.60
0.05;-0.89;0.43;217.70;53.34;-32.86;-103.53;-10.18;24.71
0.15;-0.92;0.58;251.06;112.82;-36.19;-95.85;-7.11;23.74
0.10;-0.98;0.64;329.06;44.52;-48.04;-86.60;-5.91;22.49
0.10;-0.87;0.57;347.53;66.52;-69.83;-76.72;-4.11;20.60
0.41;-0.98;1.09;340.50;62.06;-113.67;-66.84;-2.61;17.53
0.00;-0.77;0.84;501.34;71.17;-147.12;-53.58;-0.74;13.71
0.16;-0.74;0.80;440.69;85.11;-145.17;-41.59;1.40;9.79
0.22;-0.81;0.84;487.24;105.89;-197.54;-28.14;4.13;4.26
-0.25;-0.48;0.85;421.76;135.33;-200.16;-15.66;8.24;-1.75
0.02;-0.41;1.12;389.43;34.24;-150.36;-5.43;8.97;-5.81
-0.04;-0.20;0.88;369.12;117.83;-135.05;4.56;12.06;-9.59
-0.06;0.02;0.93;264.34;127.54;-103.23;11.23;15.14;-12.27
0.00;0.09;1.08;191.72;116.09;-84.15;16.17;17.91;-14.55
-0.04;0.15;1.15;138.69;60.12;-62.25;19.52;19.12;-16.16
-0.06;0.12;1.25;97.95;50.32;-19.72;21.83;20.12;-16.70
0.07;0.12;1.24;83.03;34.94;-16.44;23.77;20.62;-17.16
-0.10;0.17;0.98;42.18;53.86;-7.41;24.55;21.67;-17.35
0.13;0.06;1.39;-39.73;-25.82;-0.79;22.90;20.35;-17.37
0.06;0.05;1.42;-7.92;-74.66;-28.88;22.27;17.92;-18.15
-0.03;0.04;1.37;23.32;-23.21;-7.63;22.45;16.99;-18.35
0.11;0.01;1.60;55.76;-34.03;-14.39;23.49;15.68;-18.74
0.19;0.03;1.48;124.92;-114.84;-73.17;26.46;12.07;-20.79
-0.17;0.13;1.38;148.56;-29.01;-56.86;29.82;11.21;-22.27
0.11;0.08;1.71;248.62;29.77;-39.99;36.09;11.74;-23.39
0.28;0.04;1.65;345.46;-7.12;-86.50;44.53;11.13;-25.72
-0.08;0.17;1.34;418.82;0.85;-110.07;54.45;10.98;-28.58
-0.09;0.27;1.34;435.66;123.16;-47.22;66.38;14.45;-30.00
0.15;0.21;1.15;492.19;59.42;-94.03;77.78;15.55;-32.45
-0.13;0.28;0.99;501.34;111.72;-104.54;89.77;18.31;-35.27
-0.30;0.29;0.68;501.34;196.36;-80.93;102.06;23.68;-37.53
-0.19;0.36;0.48;501.34;99.78;-82.10;113.35;26.00;-39.67
0.01;0.37;0.37;466.25;77.37;-89.09;124.78;27.59;-42.16
-0.06;0.41;0.38;460.34;142.76;-119.00;135.32;30.89;-45.38
-0.21;0.56;0.04;452.62;125.98;-110.36;145.91;33.99;-48.36
0.21;0.80;-0.70;325.85;7.60;-155.92;154.04;32.21;-52.57
-0.27;0.89;-0.27;226.02;109.16;-56.42;159.41;35.25;-54.26
-0.41;0.91;-0.19;138.79;81.63;-14.32;161.29;37.22;-54.63
-0.26;0.88;-0.34;56.72;8.47;6.89;161.53;37.22;-54.44
-0.22;0.82;0.08;-111.40;42.15;32.26;154.35;38.77;-52.86
-0.34;0.91;0.18;-117.31;-16.29;28.95;149.36;37.91;-52.08
-0.44;1.02;0.11;-175.29;-48.57;67.52;143.14;36.35;-50.32
-0.25;0.98;0.17;-249.98;-49.45;101.07;134.75;34.51;-47.49
-0.16;1.00;0.35;-283.31;-70.96;91.82;125.81;32.08;-45.01
-0.43;1.03;0.10;-319.43;-98.92;119.88;116.10;29.24;-41.77
-0.36;0.86;-0.15;-426.98;-24.14;192.62;102.33;28.46;-35.80
-0.23;0.53;0.14;-499.20;-27.24;207.15;88.17;27.55;-30.21
-0.12;0.36;0.60;-499.20;-120.14;232.65;73.72;23.97;-23.93
0.07;0.32;0.48;-499.20;-72.95;214.78;59.63;21.46;-18.13
-0.10;0.23;0.63;-499.20;-26.37;216.66;45.09;20.43;-12.06
0.12;0.03;0.70;-494.85;-86.00;182.04;31.62;17.65;-7.33
0.49;-0.14;0.80;-499.20;-140.00;129.49;17.17;12.91;-3.70
0.38;-0.10;1.46;-499.20;-40.25;40.26;4.05;11.35;-2.66
0.20;-0.04;1.35;-343.35;20.30;51.53;-5.49;11.51;-1.21
0.28;-0.11;1.64;-262.80;48.56;51.49;-13.43;12.58;0.38
0.25;-0.06;1.39;-171.24;17.43;9.39;-17.57;12.57;0.63
0.09;0.09;0.93;-225.29;48.85;29.36;-23.07;13.51;1.42
0.21;-0.09;1.36;-347.43;87.80;74.02;-32.20;15.48;3.49
0.36;-0.22;1.87;-313.69;-13.10;8.36;-39.66;14.65;3.71
-0.01;-0.08;1.53;-202.65;-47.85;-5.84;-44.29;13.10;3.55
-0.29;-0.03;0.79;-212.56;59.11;88.98;-49.06;14.79;5.95
0.24;-0.39;1.18;-360.83;16.88;98.04;-57.58;14.75;8.50
0.24;-0.48;1.47;-326.25;-150.02;-6.27;-65.37;10.34;8.33
-0.31;-0.40;0.80;-312.31;-113.06;36.01;-73.94;6.99;9.45
-0.11;-0.54;0.77;-416.73;-32.60;133.49;-83.71;6.12;12.92
0.41;-0.77;1.18;-407.35;-48.80;113.38;-93.73;4.42;16.09
0.37;-0.81;0.91;-332.11;-99.90;22.48;-101.29;1.44;16.70
-0.14;-0.83;0.47;-361.17;-55.22;37.90;-109.90;0.07;17.72
0.07;-0.91;0.81;-380.28;-35.90;52.74;-118.68;-0.92;19.15
0.05;-0.94;0.69;-312.95;-33.09;56.26;-125.62;-1.82;20.67
0.15;-0.95;0.58;-274.30;-5.24;56.34;-131.41;-2.03;22.19
0.09;-0.96;0.58;-229.66;-4.20;39.32;-136.18;-2.17;23.29
-0.15;-0.91;0.18;-174.62;42.20;53.59;-141.71;-0.32;25.43
-0.05;-0.99;0.25;-220.59;20.94;90.59;-146.18;0.28;27.88
0.20;-1.08;0.53;-187.72;12.64;69.90;-149.34;0.47;29.77
0.21;-1.07;0.55;-113.40;-13.45;18.48;-150.55;-0.06;30.28
0.07;-1.04;0.47;-31.60;-20.54;-20.24;-149.60;-0.64;29.76
-0.06;-1.06;0.23;27.56;-40.77;-23.96;-147.34;-1.69;29.09
0.03;-1.23;0.20;34.63;-84.32;-39.61;-145.10;-3.83;28.06
0.10;-1.31;0.42;98.14;-106.86;-76.30;-140.88;-6.75;25.92
0.09;-1.20;0.50;196.79;-82.31;-103.35;-134.13;-8.85;23.13
0.08;-1.03;0.41;368.92;-25.53;-62.80;-121.90;-9.49;21.25
0.40;-0.99;0.06;439.40;-17.53;-61.98;-109.14;-10.17;19.57
0.51;-1.02;0.28;397.89;45.75;-136.71;-97.08;-9.14;15.74
0.25;-0.91;0.50;390.57;64.23;-216.82;-86.19;-7.52;10.11
-0.19;-0.74;0.26;398.77;43.23;-154.73;-74.69;-5.97;5.77
-0.02;-0.69;0.68;501.34;125.62;-34.38;-60.82;-2.51;4.85
0.23;-0.52;0.57;489.02;410.39;-69.72;-47.33;8.17;2.96
-0.06;-0.39;0.73;448.30;259.83;-58.50;-35.04;14.94;1.38
-0.11;-0.38;0.96;301.23;173.04;-48.39;-26.76;19.31;0.08
-0.11;-0.28;1.39;293.09;120.82;-40.27;-18.11;22.43;-1.09
-0.08;-0.27;1.34;289.02;65.13;-18.42;-10.31;23.77;-1.59
0.02;-0.30;1.23;248.95;53.98;-39.86;-3.54;24.76;-2.70
0.08;-0.26;1.24;197.82;-35.03;-47.96;1.35;23.31;-3.95
0.06;-0.16;1.20;153.43;21.46;-73.72;5.23;23.36;-5.94
-0.16;-0.07;1.04;168.34;4.73;-78.93;9.51;23.18;-8.07
0.16;0.02;1.01;85.61;33.36;-42.59;13.53;24.17;-10.20
-0.14;0.02;1.16;85.08;79.36;-37.34;15.61;26.00;-11.25
0.26;-0.01;1.11;118.76;45.81;-9.22;18.55;26.48;-11.50
0.07;0.13;1.19;92.79;2.58;-101.28;21.11;25.97;-14.64
-0.51;0.31;1.14;73.92;-58.28;-67.26;22.79;24.35;-16.39
-0.06;0.22;1.00;74.27;25.74;65.50;24.53;24.60;-14.62
0.23;0.14;1.25;20.94;6.88;-4.44;24.72;24.11;-14.75
-0.21;0.20;1.21;20.65;-156.17;-25.72;24.91;19.82;-15.42
0.14;0.01;1.08;0.10;-51.03;68.91;24.43;17.88;-13.49
0.25;0.02;1.21;-7.18;-53.56;-4.15;23.77;15.93;-13.60
-0.22;0.13;1.20;-20.53;-119.99;20.55;22.86;12.62;-13.04
0.36;-0.05;1.14;-44.08;-75.12;98.65;21.15;9.97;-10.28
0.23;0.09;1.20;-43.28;-96.41;-3.43;19.70;7.11;-10.37
-0.07;0.09;1.15;-73.60;-72.28;57.12;17.16;4.84;-8.60
0.36;-0.16;0.94;-75.98;-46.40;112.52;14.66;3.15;-5.56
0.45;0.02;1.21;-55.98;-5.85;-1.14;12.90;2.53;-5.59
0.12;0.01;1.12;-23.86;-13.88;-29.48;12.02;2.00;-6.39
0.15;-0.03;1.03;15.11;32.91;9.94;12.15;2.66;-6.12
0.13;0.04;1.00;9.21;68.41;-1.35;12.18;4.22;-6.15
0.09;0.03;1.04;-30.18;94.01;4.74;11.17;6.52;-6.02
0.12;-0.02;1.06;-53.92;186.46;2.89;9.55;11.01;-5.95
0.20;-0.03;1.14;-37.31;386.59;3.41;8.35;20.83;-5.86
0.01;0.06;1.25;62.28;416.78;-10.70;10.07;32.66;-6.18
-0.10;0.06;0.94;96.01;324.26;-10.85;12.38;40.39;-6.46
-0.12;0.05;0.89;-29.84;401.33;-51.61;11.40;50.34;-7.85
-0.55;0.12;1.19;-37.31;318.85;-65.09;10.23;58.53;-9.68
-0.55;-0.06;1.07;-54.45;62.49;-53.69;8.59;59.47;-11.07
-0.40;-0.13;0.98;-63.53;69.68;-89.83;6.63;60.52;-13.50
-0.49;-0.09;0.82;-16.91;210.20;-27.28;5.97;65.43;-14.23
-0.38;-0.08;0.89;13.43;383.95;44.69;6.12;74.34;-13.07
-0.60;-0.10;1.08;-6.45;400.87;42.94;5.76;84.00;-11.91
-1.08;0.07;1.20;52.30;371.36;62.42;7.07;92.95;-10.23
-0.99;0.09;0.99;81.03;402.39;147.46;9.36;103.78;-5.80
-0.56;0.01;0.84;59.63;355.97;102.81;10.76;111.79;-3.03
-0.68;0.07;0.90;53.61;144.07;11.68;12.07;114.20;-2.70
-0.72;0.02;0.75;61.08;145.97;4.86;13.40;116.50;-2.57
-0.66;0.09;0.70;58.22;36.55;-53.57;14.74;115.94;-4.02
-1.01;0.11;0.57;45.72;61.48;-67.57;15.69;116.31;-5.78
-1.12;0.06;0.62;30.28;118.23;16.81;16.22;118.28;-5.32
-0.70;0.02;0.55;11.85;-4.38;-3.80;16.24;116.81;-5.43
-0.81;0.05;0.59;23.46;38.81;-78.06;16.55;116.49;-7.46
-1.16;0.09;0.77;33.05;-20.19;-58.04;17.28;114.62;-9.26
-0.80;0.04;0.65;-17.52;-155.35;-11.31;16.50;109.20;-9.56
-0.60;0.01;0.69;-71.92;-105.59;-22.54;14.35;105.15;-10.15
-1.05;0.13;0.71;-108.80;153.56;-89.37;11.27;108.13;-12.56
-0.77;0.06;0.50;-47.46;42.62;-32.79;9.84;108.17;-13.45
-0.99;-0.21;0.70;-98.51;42.36;-88.35;6.99;108.04;-15.75
-1.28;0.30;0.48;-58.51;-98.98;129.96;5.49;104.44;-12.24
-0.31;-0.20;0.57;-105.72;342.58;220.39;2.43;111.52;-6.51
-0.16;-0.15;1.19;-24.27;-31.53;-76.22;1.64;108.62;-8.49
-1.83;-0.10;1.02;106.71;-13.35;-37.58;5.75;107.09;-9.99
-1.05;0.27;0.58;100.36;212.41;111.39;8.48;111.59;-6.98
-0.68;-0.05;0.59;99.38;140.38;22.45;10.80;113.87;-6.40
-1.07;0.10;0.47;64.14;183.46;-26.15;12.35;117.69;-7.11
-1.19;0.15;0.30;60.27;126.44;28.98;13.81;120.07;-6.32
-1.04;0.02;0.20;-9.64;233.72;94.77;13.31;125.18;-3.86
-1.04;0.09;0.44;-59.12;281.25;99.53;11.55;131.38;-1.17
-0.73;-0.00;0.41;-49.23;117.43;53.20;9.96;133.18;0.32
-1.01;0.03;0.53;7.49;-109.65;-48.88;10.15;126.46;-2.08
-1.10;0.06;0.41;42.77;-133.32;-27.64;11.25;121.35;-2.91
-1.08;-0.05;0.59;0.88;-306.37;-59.63;11.02;111.71;-4.58
-0.95;-0.09;0.92;-79.44;-501.25;-127.96;8.64;97.08;-8.03
-0.82;-0.05;0.99;-29.50;-501.25;-194.56;7.65;82.64;-13.28
-1.01;-0.08;1.08;-1.92;-501.25;-203.23;7.40;68.55;-18.77
-0.86;-0.16;0.93;5.15;-501.25;-156.65;7.30;54.18;-23.16
-0.90;-0.02;0.97;37.67;-501.25;-114.79;8.10;41.17;-26.14
-0.61;-0.11;0.90;13.66;-463.94;-44.59;8.22;28.24;-27.39
-0.53;-0.09;1.00;-2.62;-501.25;-56.47;7.92;15.41;-28.86
-0.35;-0.06;0.74;52.28;-351.22;9.32;9.28;4.90;-28.57
-0.06;-0.06;0.73;47.18;-182.03;47.46;10.30;-0.11;-27.24
-0.10;0.01;0.95;9.11;-248.02;-1.41;10.34;-6.31;-27.28
-0.24;-0.02;0.85;-29.03;-261.28;-2.12;9.32;-13.04;-27.34
0.09;-0.01;0.91;-33.05;-129.62;20.43;8.25;-16.32;-26.79
0.13;-0.01;0.90;-15.60;24.15;23.20;7.66;-15.51;-26.16
-0.10;-0.02;0.93;-82.56;-27.16;7.56;5.30;-15.80;-25.96
-0.11;-0.06;1.18;-112.10;-44.64;14.11;2.06;-16.60;-25.56
0.02;-0.11;1.22;-106.56;-28.80;25.17;-0.79;-17.02;-24.91
-0.01;-0.11;1.31;-119.57;20.18;51.84;-4.50;-16.06;-23.30
0.02;-0.20;1.37;-132.33;-42.17;64.04;-8.21;-16.91;-21.51
0.09;-0.28;1.35;-158.82;-120.61;53.55;-12.31;-19.71;-20.11
0.16;-0.37;1.44;-181.46;-156.25;44.92;-17.30;-23.71;-18.86
0.14;-0.22;1.28;-159.08;-117.93;54.37;-21.50;-26.57;-17.33
0.19;-0.25;0.89;-206.16;-127.15;59.55;-26.59;-29.47;-15.79
0.11;-0.34;0.87;-379.15;-245.94;11.61;-36.84;-35.73;-15.46
0.22;-0.44;0.82;-432.40;-191.50;36.20;-47.58;-40.10;-14.52
0.17;-0.56;1.03;-423.78;-120.61;61.73;-57.92;-42.49;-12.91
0.19;-0.60;0.93;-378.59;-85.57;66.97;-68.83;-44.38;-10.84
0.15;-0.46;0.52;-329.08;-35.74;65.76;-76.85;-44.61;-9.06
0.10;-0.84;0.60;-405.02;-92.06;88.91;-87.04;-46.23;-6.66
0.27;-0.94;0.72;-437.14;-85.97;116.25;-98.17;-47.85;-3.41
0.23;-0.84;0.79;-312.76;-32.46;99.50;-104.97;-47.88;-0.82
0.08;-0.74;0.44;-177.61;-51.86;81.24;-108.66;-48.38;1.37
0.04;-0.82;0.07;-173.47;-16.14;106.60;-112.89;-47.91;4.36
0.08;-0.94;0.15;-237.35;10.53;122.28;-118.20;-46.77;7.54
