ACCX;ACCY;ACCZ;GYROX;GYROY;GYROZ;ANGLX;ANGLY;ANGLZ
0.02;-0.02;1.15;-0.04;0.06;0.09;-0.12;-0.89;1.75
0.03;-0.02;1.14;-0.13;0.12;-0.42;-0.14;-0.89;1.74
0.03;-0.02;1.14;-0.07;-0.17;0.24;-0.16;-0.90;1.74
0.02;-0.02;1.15;-0.02;-0.23;-0.11;-0.18;-0.91;1.74
0.03;-0.03;1.15;0.23;0.15;-0.26;-0.19;-0.91;1.73
0.03;-0.02;1.15;-0.01;0.12;-0.10;-0.21;-0.92;1.73
0.03;-0.02;1.14;0.23;-0.02;-0.16;-0.22;-0.93;1.73
0.03;-0.02;1.14;0.16;-0.17;0.28;-0.24;-0.94;1.73
0.02;-0.02;1.14;0.28;0.02;0.45;-0.25;-0.94;1.74
0.02;-0.02;1.15;0.08;-0.17;-0.05;-0.27;-0.95;1.74
0.02;-0.03;1.15;0.20;-0.16;-0.19;-0.29;-0.96;1.74
0.03;-0.02;1.14;-0.01;-0.39;0.06;-0.30;-0.97;1.74
0.02;-0.03;1.15;0.08;0.06;0.24;-0.32;-0.97;1.74
0.02;-0.02;1.14;-0.01;-0.04;0.19;-0.34;-0.97;1.75
0.03;-0.02;1.15;0.07;-0.31;-0.26;-0.35;-0.99;1.74
0.03;-0.03;1.14;-0.16;0.30;0.03;-0.38;-0.99;1.74
0.02;-0.02;1.15;0.28;0.09;-0.01;-0.38;-0.99;1.74
0.02;-0.02;1.15;-0.24;0.04;-0.02;-0.40;-0.99;1.74
0.03;-0.02;1.15;-0.13;-0.31;-0.01;-0.41;-1.00;1.74
0.03;-0.02;1.15;0.17;-0.28;0.16;-0.42;-1.02;1.75
0.03;-0.03;1.14;0.08;-0.16;-0.10;-0.44;-1.03;1.74
0.03;-0.02;1.14;0.14;-0.02;-0.01;-0.45;-1.04;1.74
0.03;-0.02;1.15;0.05;-0.13;0.28;-0.46;-1.05;1.75
0.03;-0.02;1.14;-0.15;-0.04;0.13;-0.48;-1.06;1.76
0.02;-0.02;1.14;0.10;-0.39;0.42;-0.48;-1.07;1.77
0.02;-0.02;1.15;-0.12;-0.10;-0.57;-0.50;-1.07;1.75
0.02;-0.02;1.14;0.10;0.01;-0.31;-0.51;-1.07;1.75
0.03;-0.02;1.14;0.05;-0.13;0.09;-0.52;-1.08;1.75
0.03;-0.02;1.15;-0.36;-0.01;-0.05;-0.54;-1.08;1.75
0.02;-0.02;1.15;-0.13;0.10;-0.17;-0.55;-1.08;1.74
0.03;-0.03;1.14;-0.07;-0.11;0.32;-0.57;-1.09;1.75
0.02;-0.02;1.15;0.05;-0.08;0.30;-0.57;-1.09;1.76
0.02;-0.03;1.14;-0.35;-0.14;0.28;-0.60;-1.10;1.77
0.02;-0.03;1.15;-0.41;-0.02;0.01;-0.62;-1.09;1.77
0.03;-0.02;1.15;-0.24;0.02;-0.49;-0.64;-1.10;1.75
0.03;-0.02;1.15;0.20;0.06;0.03;-0.64;-1.10;1.75
0.02;-0.02;1.15;0.08;-0.31;-0.13;-0.64;-1.11;1.75
0.03;-0.02;1.15;0.16;-0.07;-0.19;-0.65;-1.11;1.75
0.02;-0.03;1.15;0.05;0.09;0.18;-0.66;-1.11;1.75
0.03;-0.02;1.14;0.05;-0.17;-0.01;-0.67;-1.12;1.75
0.02;-0.02;1.14;0.14;-0.01;0.03;-0.67;-1.12;1.75
0.03;-0.02;1.14;0.10;0.04;-0.01;-0.68;-1.13;1.75
0.03;-0.02;1.14;0.49;-0.11;-0.25;-0.68;-1.13;1.75
0.03;-0.02;1.15;-0.15;-0.22;0.38;-0.69;-1.14;1.75
0.02;-0.02;1.15;0.07;-0.17;-0.19;-0.70;-1.14;1.75
0.03;-0.02;1.14;0.19;-0.39;0.39;-0.69;-1.16;1.76
0.02;-0.02;1.16;0.17;0.04;-0.11;-0.70;-1.16;1.76
0.02;-0.03;1.15;-0.19;-0.05;-0.07;-0.71;-1.16;1.76
0.03;-0.02;1.15;-0.39;0.31;0.32;-0.73;-1.15;1.76
0.03;-0.03;1.14;0.19;-0.11;-0.19;-0.74;-1.16;1.76
0.02;-0.02;1.14;0.13;0.33;0.28;-0.74;-1.15;1.77
0.03;-0.02;1.14;-0.30;0.19;-0.23;-0.76;-1.15;1.76
0.02;-0.02;1.14;0.25;0.24;0.15;-0.76;-1.15;1.77
0.02;-0.02;1.14;0.10;-0.33;-0.07;-0.76;-1.15;1.76
0.02;-0.03;1.15;-0.18;-0.17;0.01;-0.78;-1.16;1.76
0.03;-0.02;1.15;0.04;-0.36;0.56;-0.78;-1.18;1.79
0.03;-0.02;1.15;-0.19;0.09;0.09;-0.80;-1.18;1.79
0.02;-0.02;1.15;0.05;-0.13;0.38;-0.80;-1.19;1.80
0.03;-0.02;1.15;0.07;-0.08;-0.11;-0.80;-1.19;1.79
0.03;-0.03;1.14;-0.31;-0.11;-0.10;-0.82;-1.20;1.79
0.03;-0.02;1.14;0.45;-0.05;-0.10;-0.81;-1.20;1.79
0.02;-0.02;1.14;-0.19;0.15;0.32;-0.82;-1.20;1.80
0.03;-0.02;1.15;-0.01;0.21;0.12;-0.83;-1.20;1.80
0.03;-0.03;1.14;-0.15;-0.11;-0.07;-0.84;-1.20;1.80
0.03;-0.03;1.14;0.17;0.04;-0.05;-0.85;-1.20;1.80
0.02;-0.02;1.15;-0.09;-0.25;-0.20;-0.85;-1.21;1.79
0.03;-0.02;1.15;0.16;-0.17;-0.01;-0.85;-1.22;1.79
0.02;-0.02;1.14;-0.24;0.38;0.13;-0.86;-1.20;1.79
0.02;-0.02;1.14;0.22;-0.07;-0.16;-0.86;-1.21;1.79
0.02;-0.02;1.15;-0.18;-0.13;0.12;-0.87;-1.21;1.79
0.03;-0.02;1.14;0.33;0.01;0.12;-0.87;-1.21;1.80
0.03;-0.03;1.14;-0.13;0.18;-0.05;-0.88;-1.21;1.80
0.02;-0.02;1.15;-0.39;-0.11;-0.08;-0.89;-1.21;1.79
0.03;-0.02;1.14;-0.15;-0.08;0.12;-0.90;-1.21;1.80
0.03;-0.01;1.15;-0.19;-0.22;-0.11;-0.90;-1.22;1.79
0.02;-0.02;1.15;0.07;0.10;0.12;-0.90;-1.22;1.80
0.03;-0.03;1.14;0.33;0.02;-0.22;-0.90;-1.23;1.79
0.03;-0.02;1.14;0.17;0.09;-0.59;-0.90;-1.23;1.78
0.02;-0.02;1.14;0.07;-0.11;0.04;-0.90;-1.23;1.78
0.03;-0.03;1.15;0.23;0.19;-0.11;-0.90;-1.22;1.77
0.02;-0.02;1.15;-0.24;0.21;0.21;-0.92;-1.21;1.78
0.02;-0.02;1.15;0.08;-0.13;0.33;-0.92;-1.21;1.79
0.03;-0.02;1.15;-0.15;-0.04;0.07;-0.93;-1.22;1.79
0.02;-0.02;1.15;-0.38;0.06;-0.11;-0.94;-1.21;1.79
0.03;-0.03;1.14;-0.02;-0.08;-0.22;-0.95;-1.22;1.79
0.02;-0.03;1.15;-0.09;0.41;0.15;-0.96;-1.20;1.79
0.02;-0.02;1.15;-0.15;0.12;0.30;-0.96;-1.19;1.80
0.03;-0.02;1.15;-0.18;-0.01;-0.20;-0.97;-1.20;1.79
0.02;-0.02;1.15;0.10;-0.01;-0.07;-0.98;-1.19;1.79
0.02;-0.02;1.14;-0.10;-0.17;-0.01;-0.98;-1.20;1.79
0.03;-0.03;1.15;0.13;0.30;0.09;-0.98;-1.20;1.79
0.02;-0.03;1.14;0.05;-0.37;0.07;-0.99;-1.21;1.80
0.03;-0.02;1.14;0.08;0.30;0.07;-0.99;-1.21;1.80
0.03;-0.02;1.15;0.04;0.02;0.04;-0.99;-1.21;1.80
0.03;-0.02;1.15;-0.25;0.10;-0.14;-1.00;-1.21;1.79
0.02;-0.02;1.15;0.22;-0.05;0.12;-0.99;-1.21;1.80
0.03;-0.02;1.15;-0.25;0.01;-0.01;-1.00;-1.21;1.80
0.02;-0.02;1.14;0.13;0.13;0.03;-0.99;-1.21;1.80
0.02;-0.02;1.15;-0.16;0.22;0.03;-1.00;-1.20;1.80
0.03;-0.03;1.15;-0.13;0.21;-0.08;-1.01;-1.20;1.80
0.02;-0.02;1.14;-0.12;0.36;-0.07;-1.01;-1.19;1.80
0.03;-0.02;1.15;-0.21;0.22;-0.04;-1.02;-1.19;1.79
0.02;-0.02;1.16;-0.15;0.22;-0.04;-1.03;-1.18;1.79
0.03;-0.02;1.15;-0.10;0.24;-0.43;-1.03;-1.18;1.78
0.03;-0.02;1.15;0.07;-0.19;-0.17;-1.02;-1.18;1.78
0.02;-0.02;1.15;0.25;0.16;0.01;-1.02;-1.18;1.78
0.02;-0.02;1.15;-0.02;0.18;0.10;-1.02;-1.17;1.78
0.02;-0.02;1.15;-0.15;0.33;-0.36;-1.02;-1.16;1.77
0.03;-0.02;1.15;0.10;0.15;0.03;-1.02;-1.16;1.77
0.03;-0.02;1.15;0.25;-0.10;-0.19;-1.02;-1.17;1.77
0.03;-0.02;1.14;0.25;-0.07;0.01;-1.01;-1.18;1.77
0.02;-0.03;1.15;-0.35;0.04;-0.05;-1.02;-1.18;1.76
0.02;-0.02;1.15;-0.02;0.09;-0.37;-1.02;-1.17;1.75
0.03;-0.02;1.15;0.01;-0.20;-0.22;-1.03;-1.18;1.75
0.02;-0.02;1.16;0.23;-0.01;0.27;-1.02;-1.18;1.76
0.02;-0.02;1.14;0.05;0.02;0.28;-1.02;-1.18;1.76
0.03;-0.02;1.15;0.05;0.21;-0.01;-1.02;-1.18;1.76
0.03;-0.02;1.12;0.40;-0.02;0.10;-1.01;-1.18;1.77
0.03;-0.02;1.14;0.04;0.22;0.06;-1.01;-1.18;1.77
0.01;-0.02;1.16;0.01;-0.83;-0.07;-1.01;-1.19;1.77
0.02;-0.02;1.16;0.94;1.89;-0.04;-0.99;-1.13;1.77
0.03;-0.03;1.13;-0.15;-1.53;0.32;-1.00;-1.18;1.77
0.02;-0.02;1.15;-0.38;-1.27;0.03;-1.01;-1.21;1.77
0.03;-0.02;1.14;0.10;0.80;0.03;-1.01;-1.19;1.78
0.40;0.47;1.16;-0.44;-5.20;10.36;-0.66;-1.57;2.04
-0.36;-0.45;1.19;-7.15;2.79;-2.62;-1.16;-1.22;1.97
0.02;-0.01;1.27;-14.36;4.15;-32.26;-1.58;-1.09;0.97
-0.04;-0.09;1.17;-18.65;1.28;-9.21;-2.11;-1.00;0.73
0.11;-0.01;1.15;-11.05;-13.14;13.75;-2.37;-1.44;1.11
0.02;-0.05;1.12;-8.19;3.37;-4.81;-2.59;-1.34;0.98
0.04;-0.02;1.15;-4.76;3.66;-3.36;-2.68;-1.26;0.89
0.15;0.14;1.19;-6.51;-10.22;-10.97;-2.68;-1.63;0.59
0.00;0.31;1.25;17.32;-1.90;-47.87;-1.89;-1.65;-0.70
-0.38;0.46;1.26;78.57;-14.71;-11.64;0.46;-1.74;-1.00
-0.10;0.58;1.00;57.70;8.82;50.83;2.53;-1.40;0.37
0.14;0.57;1.01;-11.28;39.69;23.23;2.72;-0.46;0.97
0.15;0.38;1.01;-93.72;58.93;14.24;-0.65;1.73;1.54
-0.12;0.28;1.30;-117.66;32.80;17.72;-3.52;2.65;2.02
0.00;0.09;1.38;53.76;39.54;61.35;-0.69;4.57;5.15
-0.04;-0.09;1.23;69.04;-18.94;49.51;1.14;3.99;6.54
-0.17;-0.18;1.12;13.53;-62.45;78.57;1.31;2.41;8.66
-0.09;-0.39;1.20;-5.69;8.91;76.16;0.80;2.65;10.64
0.11;-0.59;1.11;37.10;-33.98;72.67;1.26;1.63;12.60
-0.08;-0.59;0.95;8.36;-41.73;34.96;0.85;0.55;13.54
-0.08;-0.60;1.09;-72.62;-30.30;53.67;-1.63;-0.21;14.99
0.06;-0.65;1.28;-43.23;-51.46;44.70;-3.26;-1.60;16.20
0.03;-0.51;1.21;16.80;-19.44;26.28;-3.26;-2.03;16.80
0.02;-0.36;1.10;56.77;13.19;22.03;-2.04;-1.66;17.40
0.10;-0.22;0.97;43.50;1.22;14.48;-1.13;-1.69;17.78
0.10;-0.13;1.00;-18.56;-13.91;-1.49;-1.73;-2.12;17.74
0.05;-0.08;1.05;-42.73;-29.03;-12.31;-2.91;-2.89;17.40
0.01;-0.02;1.15;-39.93;-16.10;-3.79;-3.89;-3.25;17.30
0.13;-0.07;1.22;-14.27;-26.34;-2.92;-4.26;-4.03;17.22
0.06;-0.07;1.22;21.07;1.15;-16.05;-3.68;-3.97;16.79
0.04;-0.08;1.09;27.76;-2.31;-11.96;-2.96;-4.00;16.47
0.07;-0.07;1.11;1.01;5.60;-22.26;-2.94;-3.82;15.80
0.03;-0.08;1.13;7.03;21.19;-32.42;-2.78;-3.21;14.92
-0.05;-0.03;1.17;4.89;37.38;-25.38;-2.62;-2.15;14.26
0.09;-0.06;1.38;-23.06;23.14;-31.68;-3.23;-1.57;13.41
0.05;-0.05;1.50;-55.19;32.09;-72.57;-4.66;-0.73;11.45
-0.02;-0.03;1.88;-62.59;12.67;-46.63;-6.18;-0.38;10.24
-0.05;-0.04;2.00;-0.51;-31.98;-24.10;-6.09;-1.22;9.56
-0.02;-0.06;1.99;39.07;-96.31;17.77;-5.01;-3.64;10.02
0.03;-0.06;1.80;36.54;-78.80;47.66;-3.94;-5.75;11.36
0.31;-0.14;1.80;17.38;-141.91;46.56;-3.41;-10.13;12.80
0.15;-0.11;1.75;48.16;-130.98;19.83;-2.18;-13.36;13.32
0.03;-0.13;1.38;53.18;-107.62;34.41;-0.78;-16.07;14.28
0.17;-0.21;1.24;23.72;-171.91;19.05;-0.31;-20.43;14.79
0.07;-0.22;1.01;15.01;-141.21;-4.28;-0.15;-23.69;14.68
0.13;-0.24;0.92;28.97;-124.20;10.64;0.35;-26.62;14.97
0.32;-0.36;0.62;33.99;-178.88;-31.01;0.83;-31.18;14.13
0.06;-0.35;0.29;27.06;-162.02;-46.34;0.61;-34.80;12.93
0.11;-0.29;0.31;12.92;-77.81;-15.21;0.24;-36.37;12.52
0.42;-0.44;0.32;-35.15;-57.03;-80.51;-1.34;-37.79;10.26
0.05;-0.34;0.43;-88.99;-107.96;-89.07;-4.63;-40.29;7.59
0.12;-0.33;0.61;-60.02;-39.06;-45.75;-6.61;-40.66;6.36
0.54;-0.41;0.68;-8.04;2.15;-58.74;-7.06;-40.31;4.71
0.38;-0.33;0.57;-29.25;8.89;-91.84;-8.06;-39.73;2.32
0.36;-0.23;0.78;-82.04;17.96;-91.17;-10.37;-38.84;-0.23
0.32;-0.17;1.06;-58.68;27.09;-93.33;-11.80;-37.66;-2.66
0.42;-0.07;1.03;8.85;51.63;-96.92;-11.37;-35.91;-5.37
0.37;0.03;0.97;19.64;74.51;-132.20;-10.60;-33.63;-8.94
0.10;0.29;0.97;-6.93;61.44;-131.36;-10.26;-31.48;-12.35
0.15;0.52;1.08;-1.43;68.53;-83.49;-9.64;-28.95;-14.86
0.30;0.52;1.12;11.41;40.22;-84.46;-8.74;-27.51;-17.14
0.20;0.48;0.92;-34.67;4.60;-83.14;-8.98;-27.01;-19.30
0.22;0.41;1.11;-93.44;-18.72;-68.36;-10.93;-27.13;-21.15
0.26;0.32;1.26;-62.67;5.46;-48.37;-12.13;-26.63;-22.45
0.28;0.23;0.96;7.96;52.80;-33.18;-11.48;-25.02;-23.32
0.25;0.15;0.75;-38.57;30.79;-20.30;-12.10;-24.01;-23.86
0.24;0.14;0.93;-91.46;4.96;-18.80;-14.14;-23.65;-24.37
0.18;0.12;1.03;-47.55;42.62;-4.86;-15.00;-22.23;-24.50
0.05;0.14;0.86;17.55;85.70;31.58;-13.99;-19.24;-23.52
0.14;0.13;0.61;45.29;94.65;55.77;-12.32;-16.56;-22.02
0.19;0.02;0.41;60.08;62.97;52.68;-10.44;-15.04;-20.60
0.13;0.03;0.29;30.81;73.19;46.30;-9.29;-13.18;-19.30
0.17;0.03;0.54;15.69;123.75;38.86;-8.67;-10.10;-18.29
0.05;-0.03;0.28;184.01;159.15;2.93;0.95;-1.82;-18.13
-0.10;-0.01;0.59;-24.33;148.36;-23.27;0.27;2.34;-18.76
-0.25;-0.02;1.48;-87.03;189.28;-26.01;-2.05;7.49;-19.46
0.06;-0.06;1.73;-6.65;170.51;-37.53;-2.23;11.98;-20.51
-0.15;0.10;1.77;-5.03;102.02;-55.06;-2.28;14.83;-22.17
-0.33;0.18;1.81;-25.49;89.05;-20.91;-2.81;17.08;-22.73
-0.17;0.17;1.97;-28.64;34.93;2.54;-3.39;17.72;-22.66
-0.13;0.10;1.73;-23.44;20.89;5.99;-3.86;17.98;-22.51
-0.05;0.06;1.54;-19.40;16.48;8.74;-4.26;18.09;-22.27
-0.04;0.05;1.48;-46.90;1.61;8.30;-5.38;17.80;-22.05
-0.04;0.01;1.44;-44.76;26.09;12.21;-6.45;18.17;-21.72
-0.03;-0.05;1.52;-42.02;14.42;8.16;-7.47;18.21;-21.50
-0.09;-0.04;1.49;-28.10;17.06;7.14;-8.10;18.37;-21.31
-0.05;-0.05;1.40;6.77;8.93;10.51;-7.80;18.27;-21.02
-0.06;-0.02;1.20;11.46;12.16;7.81;-7.30;18.34;-20.77
-0.00;-0.03;1.17;-2.15;-7.46;-5.35;-7.24;17.78;-20.92
-0.08;-0.01;1.04;-1.02;-2.07;-7.03;-7.13;17.46;-21.11
-0.11;0.05;1.06;-29.46;-10.71;-1.24;-7.75;16.93;-21.14
-0.07;0.00;1.18;-29.43;-21.59;-3.52;-8.34;16.11;-21.23
-0.19;0.05;1.14;-32.99;-33.15;5.45;-9.03;15.05;-21.08
-0.13;0.01;1.21;-39.60;-25.59;18.56;-9.86;14.22;-20.60
-0.02;-0.06;1.20;-32.13;-24.94;11.78;-10.56;13.30;-20.28
-0.06;-0.06;1.19;-28.50;-20.19;1.48;-11.16;12.56;-20.24
-0.09;-0.05;1.19;-27.15;-9.76;9.40;-11.78;12.10;-19.96
-0.03;-0.06;1.16;-15.11;-4.25;6.97;-12.02;11.77;-19.76
-0.04;-0.07;1.14;-7.09;-8.75;1.55;-12.03;11.34;-19.72
-0.07;-0.06;1.10;-3.14;-8.78;5.61;-11.93;10.95;-19.57
-0.06;-0.06;1.11;-7.69;-8.57;10.12;-11.96;10.57;-19.30
-0.05;-0.06;1.12;-5.43;-0.78;10.97;-11.92;10.39;-19.01
-0.03;-0.07;1.10;-8.67;-2.72;4.42;-11.97;10.14;-18.89
-0.04;-0.07;1.14;-10.09;0.04;9.98;-12.07;9.98;-18.62
-0.05;-0.05;1.16;-3.54;-2.40;10.71;-11.97;9.77;-18.32
-0.06;-0.02;1.09;3.17;7.03;12.73;-11.66;9.84;-17.94
-0.05;0.02;1.14;-12.93;-5.17;21.60;-11.75;9.55;-17.36
-0.08;0.08;1.19;-21.99;-7.11;30.76;-12.02;9.25;-16.53
0.04;0.19;1.21;-27.72;-2.40;48.70;-12.31;8.97;-15.26
0.24;0.47;1.05;15.58;27.75;42.99;-11.25;9.35;-14.10
-0.06;0.91;0.83;7.06;13.34;47.45;-9.93;9.55;-12.82
-0.46;1.08;0.97;-46.70;2.07;112.82;-10.22;9.67;-9.77
-0.40;0.93;1.33;-62.82;-25.61;171.75;-11.11;8.99;-5.13
-0.51;0.68;1.50;28.46;-12.86;198.54;-9.79;8.75;0.03
-0.51;0.19;1.17;126.07;45.81;214.18;-5.64;10.38;6.67
-0.39;-0.35;0.84;89.40;16.64;225.17;-3.48;10.97;12.75
0.35;-1.00;0.98;-34.47;-10.97;191.87;-5.06;10.26;17.93
0.26;-1.19;1.27;-15.31;-32.59;99.84;-6.12;9.07;20.62
-0.29;-1.17;1.43;-6.10;-1.58;64.83;-6.85;8.97;22.44
-0.46;-1.14;1.54;51.85;28.27;82.42;-5.99;9.71;24.58
-0.18;-1.12;1.27;98.92;31.23;61.20;-4.01;10.43;26.23
-0.24;-0.98;0.99;65.10;5.40;32.61;-2.92;10.50;27.15
-0.29;-0.88;0.98;-10.93;-44.22;-0.36;-3.83;9.34;27.14
-0.09;-0.82;1.01;-37.05;-47.36;-11.61;-5.51;7.91;26.81
-0.05;-0.73;1.10;-22.02;-26.30;-66.60;-6.71;6.99;24.75
-0.02;-0.53;1.03;-1.11;-10.31;-81.33;-7.14;6.60;22.63
0.06;-0.13;1.20;-0.35;34.54;-99.12;-7.12;7.34;19.96
0.07;0.26;1.16;57.72;39.55;-152.89;-5.27;8.14;15.98
-0.20;0.59;0.78;53.24;51.95;-149.39;-3.14;9.52;11.95
-0.30;0.69;1.01;-59.83;-1.81;-120.65;-4.16;9.48;8.57
-0.17;0.47;1.24;16.45;10.45;-96.77;-2.89;9.92;3.64
-0.04;0.28;1.09;7.17;17.63;-66.20;-2.35;10.26;1.72
-0.04;0.19;1.26;-18.41;-0.60;-74.28;-2.61;10.07;-0.22
-0.16;0.17;1.32;17.24;11.38;-46.37;-1.90;10.34;-1.65
-0.10;0.15;1.12;48.59;32.70;-19.75;-0.44;11.09;-2.19
-0.01;0.13;1.03;17.29;21.34;-14.63;0.16;11.43;-2.57
-0.09;0.12;1.06;-11.92;6.56;-17.55;-0.04;11.46;-3.04
-0.20;0.13;1.12;-15.69;16.76;5.31;-0.34;11.86;-2.90
-0.10;0.05;1.08;-12.36;8.88;11.05;-0.61;11.95;-2.60
-0.14;0.01;1.08;-50.96;-20.85;17.63;-1.98;11.29;-2.11
-0.07;-0.03;1.27;-62.54;-19.36;28.77;-3.56;10.64;-1.36
0.03;-0.09;1.33;-24.12;-26.69;16.62;-4.22;9.67;-0.89
-0.05;-0.01;1.19;-8.13;21.57;20.62;-4.36;10.10;-0.34
0.64;-0.10;1.26;-30.54;-42.30;28.48;-5.23;8.15;0.52
0.35;-0.07;1.47;-23.09;-34.39;-27.01;-5.80;6.79;-0.24
0.05;0.10;1.26;17.87;25.06;22.35;-5.13;7.27;0.37
0.67;-0.05;1.11;-31.38;-16.57;25.19;-5.86;6.11;1.02
0.43;-0.08;1.15;-83.35;-65.76;-75.27;-8.09;3.80;-1.09
-0.29;0.06;1.29;-18.12;-11.84;-41.91;-8.34;3.67;-2.18
0.37;-0.26;0.82;110.10;63.99;-37.46;-5.40;4.97;-3.23
-0.52;-0.11;0.42;25.00;31.70;-117.67;-4.77;6.59;-6.40
-1.08;0.00;1.03;-141.35;6.93;-64.43;-8.27;7.56;-8.08
-1.07;-0.25;1.51;4.31;49.54;-21.76;-8.09;9.49;-8.73
-0.97;-0.41;1.18;58.01;56.82;-11.20;-6.56;11.49;-9.04
-1.03;-0.35;1.08;24.57;26.15;25.66;-5.99;12.64;-8.38
-0.35;-0.58;0.81;-37.19;49.98;-53.62;-7.42;14.04;-9.88
-1.21;-0.21;1.59;10.10;-35.27;-57.21;-7.09;13.50;-11.42
-0.65;-0.06;0.92;98.51;24.24;66.73;-4.48;14.52;-9.69
-0.29;0.09;1.13;-29.02;-87.65;67.61;-5.09;12.18;-7.86
0.17;0.10;1.11;19.10;-52.88;108.70;-4.39;10.38;-4.93
0.60;-0.00;1.09;-7.92;-57.43;75.26;-4.52;8.07;-2.90
0.32;0.06;1.15;-3.20;-65.20;33.51;-4.47;5.89;-1.99
0.40;0.03;1.04;20.85;-6.89;62.22;-3.54;5.09;0.50
0.35;-0.01;1.10;11.84;-29.44;31.58;-3.17;3.90;1.32
-0.10;0.01;1.46;-18.88;-74.10;22.73;-3.60;1.94;1.93
0.03;-0.05;1.39;-0.30;-7.61;16.06;-3.58;1.68;2.37
0.15;-0.11;1.28;25.44;53.87;-11.76;-2.95;2.90;2.06
0.15;-0.10;1.19;19.75;34.82;-23.90;-2.45;3.63;1.42
0.08;-0.10;1.02;17.58;9.70;-21.76;-2.03;3.73;0.83
0.02;-0.05;0.87;-15.55;-19.55;3.43;-2.46;3.13;0.92
-0.00;-0.12;1.25;-8.21;-27.29;-13.65;-2.74;2.35;0.55
0.02;-0.14;1.08;-18.96;-10.30;-28.01;-3.31;2.02;-0.18
-0.12;-0.10;1.34;-29.95;-8.86;-20.92;-4.20;1.82;-0.81
0.03;-0.14;1.25;8.89;3.70;-38.62;-4.01;1.86;-1.85
-0.03;-0.10;1.13;11.72;4.67;-45.87;-3.73;1.97;-3.04
-0.17;-0.03;1.11;-8.48;7.54;-30.89;-3.92;2.30;-3.91
-0.08;-0.04;1.22;-20.65;-12.65;-20.23;-4.42;1.99;-4.45
-0.01;-0.05;1.24;-20.19;-29.32;-26.97;-4.90;1.22;-5.16
-0.08;-0.05;1.27;-18.25;-24.28;-29.94;-5.32;0.62;-5.96
-0.10;-0.01;1.22;-4.13;-2.40;-17.82;-5.34;0.64;-6.45
-0.02;-0.01;1.19;9.59;-1.35;-12.97;-4.99;0.61;-6.78
-0.12;0.04;1.00;1.40;-5.73;-8.37;-4.81;0.55;-7.04
-0.07;0.05;1.04;-25.61;-11.87;4.65;-5.33;0.30;-6.92
-0.03;0.10;1.14;-22.71;-8.23;10.09;-5.70;0.11;-6.65
-0.07;0.26;1.19;-2.97;27.66;24.97;-5.44;0.89;-5.98
-0.01;0.47;1.15;27.59;51.06;47.98;-4.18;2.18;-4.73
0.08;0.61;1.14;9.38;23.25;54.25;-3.31;2.72;-3.21
-0.27;0.69;1.30;36.08;17.41;80.30;-0.96;3.70;0.88
-0.12;0.50;1.08;72.95;59.93;123.05;1.58;5.41;4.45
-0.20;0.28;1.03;39.20;-12.59;125.49;2.84;5.15;7.84
-0.23;0.00;1.03;-10.67;-28.98;126.94;2.51;4.53;11.27
-0.01;-0.40;1.15;9.65;8.53;118.71;2.37;4.71;14.95
0.69;-0.91;0.33;10.66;-6.37;19.00;1.77;3.86;15.46
