ACCX;ACCY;ACCZ;GYROX;GYROY;GYROZ;ANGLX;ANGLY;ANGLZ
0.24;0.19;1.07;-13.54;12.08;-479.54;-2.31;-1.19;90.31
0.15;0.09;1.11;-8.66;15.17;-466.08;-2.41;-0.91;77.73
-0.21;-0.02;1.24;-14.09;-12.45;-404.67;-2.74;-1.01;67.21
-0.08;-0.11;1.14;-12.35;-9.86;-283.00;-3.12;-1.19;59.28
-0.24;-0.18;1.22;-18.11;-26.41;-220.45;-3.68;-1.68;53.33
-0.03;-0.03;1.22;-10.03;3.03;-259.82;-3.93;-1.53;45.54
0.01;0.00;1.07;-9.47;2.05;-228.20;-4.10;-1.45;39.38
-0.01;0.14;1.04;1.82;0.62;-146.22;-3.81;-1.40;35.43
0.06;0.11;1.13;-0.05;5.91;-47.71;-3.64;-1.27;34.14
-0.01;-0.10;1.15;-0.67;-0.39;7.83;-3.68;-1.24;34.35
0.03;-0.19;1.11;-4.82;13.90;-0.78;-3.93;-0.88;34.33
0.18;0.22;1.09;15.73;4.07;0.78;-3.25;-0.91;34.35
0.06;-0.04;1.15;-3.24;-15.75;-48.63;-3.31;-1.37;33.04
0.03;0.00;1.17;-1.31;-0.45;-51.15;-3.28;-1.38;31.66
0.01;-0.09;1.13;-0.50;-0.58;-27.06;-3.31;-1.38;30.95
0.02;0.06;1.15;0.31;1.93;-22.23;-3.17;-1.32;30.29
0.03;0.01;1.14;0.50;5.00;-15.87;-3.09;-1.18;29.84
0.04;-0.07;1.14;0.26;3.13;-21.15;-3.09;-1.12;29.29
0.01;-0.05;1.15;-0.55;-0.19;-14.60;-3.09;-1.11;28.90
-0.06;0.06;1.19;-1.01;0.04;-22.23;-3.00;-1.04;28.32
0.04;0.01;1.14;0.93;5.00;-26.89;-2.91;-0.92;27.59
0.03;-0.01;1.14;0.40;0.83;-13.41;-2.85;-0.92;27.23
0.02;-0.02;1.15;0.09;1.56;-10.03;-2.81;-0.88;26.97
0.03;-0.01;1.14;-0.26;0.92;-18.16;-2.77;-0.87;26.46
0.02;-0.02;1.15;0.27;2.68;-13.67;-2.73;-0.80;26.09
0.02;-0.02;1.15;-0.15;1.49;-13.42;-2.70;-0.76;25.69
0.02;-0.02;1.16;-1.50;-3.00;-12.37;-2.71;-0.84;25.36
0.02;-0.02;1.15;-0.72;-0.82;-15.36;-2.69;-0.86;24.94
0.02;-0.02;1.16;-1.16;-1.14;-21.62;-2.69;-0.89;24.38
0.02;-0.02;1.15;-1.36;-3.17;-14.58;-2.69;-0.97;23.99
0.02;-0.02;1.15;-0.12;0.08;-12.74;-2.66;-0.97;23.64
0.01;-0.03;1.15;-0.40;-0.44;-12.92;-2.65;-0.97;23.29
0.02;-0.02;1.15;-0.85;-2.04;-13.85;-2.64;-1.03;22.92
0.02;-0.01;1.14;-0.55;0.29;-19.82;-2.61;-1.02;22.38
0.02;-0.01;1.16;-0.90;0.36;-25.56;-2.59;-1.02;21.62
0.01;-0.03;1.15;-0.29;2.81;-47.56;-2.58;-0.93;20.33
0.02;-0.03;1.14;-1.02;2.48;-54.52;-2.58;-0.87;18.92
0.02;-0.04;1.16;-1.40;1.32;-67.62;-2.60;-0.84;17.09
0.04;-0.03;1.13;-3.56;-2.96;-88.19;-2.76;-1.01;12.68
0.02;-0.05;1.15;-3.22;-1.48;-99.24;-2.84;-1.04;10.00
0.07;-0.05;1.14;-3.63;0.58;-117.33;-2.92;-1.07;6.95
0.14;-0.10;1.16;-3.16;6.54;-162.78;-3.04;-1.00;2.55
0.09;-0.06;1.15;-3.28;8.05;-222.09;-3.12;-0.85;-3.44
-0.14;-0.08;1.16;-10.90;-6.09;-243.24;-3.40;-0.86;-9.77
0.05;-0.07;1.16;15.95;43.32;-290.54;-2.92;0.43;-18.77
0.01;-0.04;1.14;-15.91;-15.61;-303.24;-3.32;0.00;-26.96
-0.06;-0.10;1.22;-8.24;-3.35;-324.83;-3.55;-0.03;-35.41
-0.26;-0.20;1.14;-4.52;4.43;-253.45;-3.76;0.31;-42.25
0.02;-0.12;1.14;-16.03;-4.82;-355.68;-4.25;0.15;-52.21
0.00;-0.04;1.17;-13.65;-6.58;-353.16;-4.55;-0.02;-61.39
-0.04;-0.05;1.15;-11.44;2.42;-342.03;-4.82;0.08;-70.97
-0.11;-0.14;1.20;-9.76;2.42;-363.16;-5.10;0.23;-80.41
-0.04;-0.02;1.19;-9.53;3.88;-351.90;-5.27;0.37;-89.91
-0.04;0.02;1.16;-10.05;0.86;-331.77;-5.44;0.43;-99.86
-0.10;-0.08;1.14;-5.82;3.01;-330.12;-5.55;0.59;-108.45
-0.10;-0.02;1.23;-6.72;1.81;-332.60;-5.63;0.72;-117.43
0.15;0.03;1.12;-2.34;6.77;-331.73;-5.56;0.74;-126.72
0.03;0.04;1.11;-11.30;-6.94;-313.68;-5.70;0.52;-134.87
-0.04;-0.06;1.15;-9.92;-3.34;-321.06;-5.91;0.46;-143.54
0.02;-0.07;1.12;-6.56;1.75;-308.61;-6.04;0.47;-151.87
-0.21;-0.02;1.20;-4.61;5.52;-313.24;-6.05;0.80;-160.02
-0.13;0.02;1.13;-1.21;10.65;-270.54;-5.95;1.19;-167.32
0.01;-0.08;1.15;-10.21;-6.99;-239.22;-6.22;0.95;-174.74
-0.00;0.05;1.16;-6.34;-1.92;-230.80;-6.21;0.89;-180.74
-0.12;0.16;1.15;-3.68;-1.89;-171.22;-6.04;0.92;-185.53
-0.05;0.07;1.16;-2.03;-1.72;-125.30;-5.90;0.90;-188.92
-0.01;0.02;1.15;-2.69;-2.97;-90.11;-5.84;0.81;-191.35
-0.01;0.04;1.12;-2.40;-2.68;-60.89;-5.75;0.74;-192.99
-0.08;0.06;1.14;-0.50;-0.42;-19.42;-5.59;0.78;-193.50
0.02;-0.02;1.15;0.81;0.51;0.41;-5.48;0.76;-193.49
-0.01;-0.02;1.14;0.73;2.33;2.91;-5.36;0.82;-193.41
-0.03;-0.01;1.14;0.98;1.38;28.90;-5.24;0.86;-192.66
-0.06;0.01;1.15;3.28;2.54;77.54;-5.03;0.98;-190.17
0.05;-0.01;1.13;2.38;-0.44;114.58;-4.88;0.90;-186.97
0.04;0.01;1.10;4.46;1.76;164.17;-4.65;0.89;-182.70
-0.02;0.03;1.14;7.37;3.85;200.47;-4.33;0.99;-177.29
-0.16;0.03;1.15;13.88;16.29;264.27;-3.83;1.57;-169.89
-0.03;-0.05;1.14;8.46;6.58;333.39;-3.59;1.74;-161.22
-0.02;-0.03;1.15;9.05;3.78;356.90;-3.30;1.82;-151.22
-0.09;-0.01;1.16;8.40;6.83;383.13;-3.03;2.05;-141.26
-0.02;0.00;1.15;6.02;-0.58;435.81;-2.81;2.01;-129.50
0.01;-0.01;1.13;9.25;6.49;409.83;-2.49;2.16;-116.79
-0.10;-0.02;1.15;11.71;12.95;422.84;-2.15;2.56;-105.38
-0.13;-0.11;1.13;8.03;6.31;435.69;-1.99;2.79;-93.61
-0.07;-0.06;1.19;2.50;-6.06;386.78;-1.94;2.65;-83.17
0.05;-0.11;1.10;-0.55;-8.13;366.04;-2.03;2.34;-73.65
-0.04;-0.01;1.20;5.34;1.21;342.73;-1.86;2.36;-64.40
-0.09;0.12;1.03;8.95;9.97;364.21;-1.46;2.68;-54.20
-0.05;0.03;1.20;11.85;10.48;405.92;-1.10;2.94;-43.65
0.19;-0.22;1.09;15.62;23.49;395.59;-0.86;3.34;-32.96
-0.11;-0.06;1.06;4.23;1.10;330.46;-0.79;3.42;-23.71
-0.02;-0.14;1.13;1.02;-1.46;350.93;-0.88;3.32;-13.54
0.04;0.11;1.09;1.04;-4.83;349.63;-0.73;3.08;-4.10
0.07;-0.18;1.17;4.78;6.46;228.06;-0.75;3.14;2.06
0.04;-0.15;1.14;-0.58;-2.16;146.07;-0.90;2.98;5.86
0.09;-0.18;1.16;0.61;-0.25;87.54;-1.02;2.83;8.31
-0.01;-0.01;1.15;-0.61;-0.96;-0.22;-1.04;2.74;8.30
0.08;-0.01;1.14;-3.77;-6.76;-6.52;-1.13;2.43;8.12
-0.00;-0.02;1.15;-3.44;-5.51;-17.12;-1.22;2.24;7.68
0.10;-0.04;1.14;-0.15;1.17;-27.61;-1.24;2.13;6.93
-0.00;-0.00;1.15;-1.76;-2.25;-37.38;-1.26;2.03;5.92
-0.01;-0.01;1.16;-4.09;-6.94;-31.30;-1.36;1.79;4.99
-0.00;-0.01;1.15;-3.15;-6.94;-29.96;-1.43;1.57;4.18
0.02;-0.03;1.14;-3.65;-8.00;-28.05;-1.52;1.32;3.45
-0.24;0.07;1.14;-17.65;-27.03;-13.27;-1.90;0.81;3.09
0.01;-0.02;1.15;-2.92;-6.93;-0.40;-1.96;0.60;3.08
0.03;-0.03;1.15;2.06;7.84;-16.54;-1.89;0.75;2.65
0.02;-0.01;1.16;3.40;9.97;-18.52;-1.77;0.98;2.15
0.05;-0.01;1.15;4.76;12.20;-44.31;-1.62;1.23;0.95
0.02;-0.03;1.14;3.21;6.52;-64.32;-1.53;1.35;-0.72
-0.04;-0.02;1.21;-9.62;-16.74;-60.23;-1.81;0.85;-2.59
-0.01;-0.01;1.15;-0.26;2.20;-46.08;-1.79;0.91;-3.83
-0.01;-0.01;1.15;-1.73;-3.29;-22.49;-1.81;0.81;-4.42
0.01;-0.02;1.14;2.37;7.33;-22.55;-1.72;0.98;-5.05
0.00;-0.02;1.14;3.42;7.39;-10.29;-1.61;1.16;-5.33
-0.04;-0.01;1.20;-1.85;-3.48;-3.19;-1.64;1.08;-5.41
0.02;-0.02;1.15;5.74;10.97;-0.25;-1.46;1.34;-5.42
-0.00;-0.01;1.14;4.84;7.20;0.21;-1.32;1.49;-5.41
-0.00;-0.01;1.14;3.50;4.94;0.32;-1.21;1.60;-5.40
-0.00;-0.01;1.16;0.69;1.35;0.27;-1.18;1.60;-5.39
0.00;-0.01;1.16;0.69;3.35;-0.58;-1.15;1.67;-5.41
-0.01;-0.01;1.16;4.69;7.50;0.15;-1.02;1.84;-5.41
0.01;-0.01;1.15;1.31;3.79;-0.31;-0.97;1.90;-5.42
0.01;-0.01;1.15;2.69;4.71;-0.00;-0.90;1.97;-5.42
-0.01;-0.01;1.13;-1.13;-1.14;-0.08;-0.92;1.92;-5.42
0.01;-0.01;1.12;-2.99;-4.71;0.42;-0.98;1.75;-5.41
0.07;-0.03;1.16;-9.73;-12.71;-6.03;-1.24;1.32;-5.56
-0.01;-0.01;1.15;2.64;3.79;-26.86;-1.15;1.41;-6.32
0.02;-0.02;1.14;0.50;1.94;-32.46;-1.13;1.41;-7.16
-0.03;-0.00;1.15;1.18;0.34;-42.20;-1.08;1.42;-8.30
-0.09;0.01;1.14;-6.00;-11.63;-2.05;-1.23;1.14;-8.36
0.04;-0.03;1.15;-4.85;-6.56;-7.61;-1.36;0.91;-8.57
-0.01;-0.00;1.14;0.70;3.55;-7.77;-1.32;0.99;-8.78
-0.00;-0.02;1.16;1.08;1.97;0.26;-1.28;1.03;-8.77
-0.16;0.05;1.15;2.85;5.96;24.93;-1.13;1.31;-8.12
0.01;0.08;1.13;-3.39;-4.58;79.51;-1.12;1.15;-5.97
0.09;0.15;1.14;3.51;1.39;159.25;-0.86;1.09;-1.67
0.06;0.11;1.17;10.34;8.84;274.87;-0.48;1.24;5.47
0.03;0.12;1.15;6.43;-1.40;383.00;-0.18;1.16;15.81
0.07;0.26;1.12;5.47;-3.52;427.89;0.20;0.99;26.94
-0.10;0.09;1.18;-12.81;-43.14;481.71;-0.10;-0.21;41.39
-0.12;-0.02;1.15;13.36;-8.01;502.61;0.24;-0.30;54.96
-0.26;0.05;1.10;22.55;18.46;502.61;0.85;0.43;68.03
-0.57;0.21;1.18;-5.19;-47.11;502.61;0.83;-0.43;82.10
-0.03;-0.11;1.22;20.18;16.89;502.61;1.24;0.05;95.67
-0.67;0.43;1.56;34.75;45.27;502.61;2.33;1.57;108.74
0.02;-0.35;1.19;8.93;-22.19;502.61;2.21;0.92;122.81
-0.06;-0.13;1.15;17.31;11.49;451.25;2.50;1.26;135.00
-0.37;0.05;1.42;9.22;-11.75;414.42;2.72;1.22;145.77
-0.12;-0.08;1.37;10.96;5.76;341.52;2.89;1.44;154.99
0.00;0.01;1.17;7.36;-0.53;233.55;3.13;1.38;164.33
0.08;-0.08;1.09;10.61;11.96;175.81;3.26;1.59;168.91
-0.02;-0.20;1.17;13.21;15.53;118.13;3.37;1.99;172.21
0.03;-0.09;1.16;-4.70;-7.63;40.32;2.98;1.55;174.27
0.00;-0.06;1.15;4.64;9.17;11.02;2.99;1.77;174.58
0.01;-0.01;1.16;0.35;-1.05;-0.22;2.93;1.69;174.57
0.01;-0.01;1.15;-1.98;-3.83;0.52;2.81;1.54;174.59
0.00;-0.01;1.14;-6.32;-10.67;4.13;2.58;1.23;174.70
0.03;-0.02;1.15;-3.02;-8.48;0.52;2.43;0.95;174.71
0.02;-0.02;1.15;1.51;-1.20;-0.37;2.40;0.88;174.70
0.03;-0.02;1.14;-0.79;-3.03;0.17;2.31;0.75;174.71
0.09;-0.04;1.16;0.99;0.52;-1.88;2.25;0.65;174.66
0.02;-0.02;1.12;-2.56;-4.94;-7.16;2.12;0.49;174.46
0.03;-0.04;1.18;-7.86;-14.53;-19.94;1.84;0.07;173.93
0.06;-0.03;1.16;-3.18;-6.03;-36.20;1.69;-0.14;172.98
0.08;-0.08;1.13;-2.31;0.83;-69.33;1.52;-0.19;171.11
0.16;-0.06;1.10;-1.31;10.71;-120.86;1.40;-0.06;167.85
-0.06;-0.03;1.27;-1.45;3.04;-143.56;1.31;0.07;164.12
-0.09;-0.19;1.11;-7.36;-9.90;-117.80;0.90;-0.11;160.94
0.02;-0.13;1.15;-8.46;-4.80;-167.85;0.50;-0.28;155.73
-0.05;-0.03;1.22;-8.20;-1.42;-223.71;0.24;-0.27;149.69
0.04;-0.14;1.03;-11.33;-4.16;-270.20;-0.21;-0.41;142.40
0.00;-0.10;1.09;-15.51;-4.53;-335.29;-0.73;-0.52;133.34
0.04;-0.12;1.21;-15.74;-0.21;-391.94;-1.23;-0.55;122.76
-0.07;-0.06;1.15;-17.80;2.75;-456.96;-1.76;-0.40;109.97
-0.19;0.01;1.19;-18.35;-0.85;-463.24;-2.18;-0.23;97.92
0.01;0.01;1.12;-17.27;2.37;-466.96;-2.60;-0.18;84.85
0.25;-0.10;1.08;-20.72;0.23;-497.93;-3.18;-0.40;71.40
-0.17;-0.11;1.11;-24.99;0.54;-497.93;-3.85;-0.22;58.46
-0.10;0.05;1.08;-20.61;4.19;-497.93;-4.32;0.01;43.52
-0.00;-0.00;1.06;-16.87;7.53;-477.99;-4.69;0.21;30.61
