ACCX;ACCY;ACCZ;GYROX;GYROY;GYROZ;ANGLX;ANGLY;ANGLZ
0.02;-0.02;1.14;-0.04;0.28;-0.09;-1.14;-0.61;5.64
0.02;-0.02;1.13;0.33;0.13;0.08;-1.13;-0.62;5.64
0.03;-0.02;1.14;0.28;0.36;0.21;-1.11;-0.63;5.64
0.02;-0.02;1.15;0.17;0.95;0.17;-1.10;-0.61;5.65
0.02;-0.02;1.15;0.22;1.56;-0.27;-1.09;-0.58;5.64
0.02;-0.02;1.15;0.75;2.68;0.17;-1.07;-0.52;5.65
0.03;-0.09;1.15;0.52;-0.35;13.21;-1.12;-0.54;6.00
0.03;-0.01;1.14;1.04;-3.81;27.27;-1.08;-0.66;6.71
0.02;0.00;1.15;-0.93;-2.04;-3.02;-1.08;-0.72;6.63
0.02;-0.03;1.15;-0.51;0.26;-10.85;-1.10;-0.72;6.33
0.01;-0.14;1.14;-0.99;-0.53;-16.47;-1.24;-0.73;5.90
0.04;-0.18;1.11;-1.72;-0.62;-16.30;-1.44;-0.77;5.39
0.01;-0.26;1.09;-0.06;1.21;-18.85;-1.68;-0.73;4.90
0.04;-0.24;1.14;-0.91;-1.58;-17.70;-1.90;-0.79;4.43
0.12;-0.22;1.10;0.07;2.19;0.62;-2.07;-0.82;4.44
0.06;-0.28;1.17;0.62;-2.74;13.56;-2.27;-0.92;4.80
-0.06;-0.18;1.18;-0.50;2.78;-3.52;-2.42;-0.71;4.61
-0.07;-0.11;1.11;0.25;-3.13;17.56;-2.47;-0.71;5.07
-0.01;-0.21;1.10;1.23;1.01;42.46;-2.61;-0.66;6.21
0.04;-0.22;1.10;1.29;1.99;41.78;-2.74;-0.63;7.30
-0.02;-0.23;1.14;-0.36;4.97;32.71;-2.92;-0.47;8.21
-0.03;-0.19;1.27;-0.09;-0.70;19.40;-3.03;-0.46;8.80
0.07;-0.18;1.09;1.00;3.71;31.90;-3.12;-0.41;9.66
0.06;-0.27;1.21;-0.76;0.78;28.63;-3.32;-0.43;10.43
0.08;-0.22;1.13;-1.66;0.60;-24.10;-3.51;-0.47;9.78
-0.02;-0.24;1.17;-1.99;-4.44;-35.26;-3.71;-0.56;8.86
-0.08;-0.07;1.21;-3.41;-0.61;-3.08;-3.79;-0.49;8.78
-0.00;-0.06;1.19;0.86;3.97;15.41;-3.75;-0.37;9.19
0.04;-0.06;1.21;-0.99;-2.68;17.75;-3.75;-0.47;9.65
0.14;0.06;1.07;-2.70;1.04;4.08;-3.69;-0.58;9.76
0.11;0.22;1.21;-2.24;2.43;-35.67;-3.48;-0.59;8.80
0.04;0.39;1.08;-4.96;-4.07;-66.27;-3.17;-0.72;6.88
-0.23;0.40;1.30;-3.49;3.45;-52.19;-2.90;-0.46;5.47
0.11;0.28;0.97;-3.00;1.29;-56.36;-2.63;-0.52;4.01
-0.01;0.29;1.18;-2.45;1.24;-53.14;-2.37;-0.46;2.57
-0.04;0.18;1.18;-1.78;1.94;-36.88;-2.20;-0.37;1.54
-0.01;0.26;1.13;-1.17;-1.17;-3.50;-1.93;-0.39;1.45
-0.02;0.34;1.15;-0.91;3.36;-5.12;-1.59;-0.27;1.31
-0.03;0.28;1.19;-0.07;0.54;-26.71;-1.31;-0.23;0.59
0.07;0.20;1.08;-1.34;2.20;-31.57;-1.12;-0.24;-0.23
0.03;0.21;1.17;-1.48;-4.56;-23.69;-0.94;-0.38;-0.87
-0.01;0.15;1.15;-0.38;1.62;-5.67;-0.78;-0.31;-1.05
0.03;-0.02;1.14;0.40;0.48;-0.09;-0.78;-0.33;-1.05
0.03;-0.02;1.15;-0.09;-0.48;0.37;-0.79;-0.36;-1.04
0.03;-0.02;1.14;0.14;0.55;-0.22;-0.79;-0.36;-1.05
0.03;-0.03;1.15;-0.33;0.20;0.14;-0.81;-0.37;-1.04
0.02;-0.02;1.14;0.01;0.71;-0.21;-0.82;-0.37;-1.05
0.02;-0.03;1.13;0.02;-0.50;-0.42;-0.83;-0.39;-1.06
0.02;-0.03;1.15;-0.24;-0.29;0.21;-0.85;-0.42;-1.05
0.03;-0.02;1.15;0.04;0.05;0.04;-0.85;-0.43;-1.05
0.03;-0.03;1.14;0.33;0.03;-0.04;-0.86;-0.45;-1.05
0.03;-0.02;1.15;0.22;-0.09;0.14;-0.86;-0.47;-1.05
0.02;-0.03;1.14;0.08;0.40;0.37;-0.87;-0.47;-1.04
0.02;-0.02;1.15;-0.41;-0.06;-0.10;-0.88;-0.48;-1.04
0.02;-0.02;1.14;0.01;0.48;-0.07;-0.89;-0.48;-1.04
0.03;-0.02;1.15;-0.18;-0.41;-0.02;-0.90;-0.51;-1.04
0.03;-0.03;1.14;-0.03;0.10;0.39;-0.90;-0.52;-1.03
0.03;-0.02;1.15;-0.04;-0.24;-0.05;-0.91;-0.55;-1.04
0.03;-0.02;1.14;0.28;0.08;-0.28;-0.91;-0.56;-1.04
0.03;-0.02;1.15;-0.07;0.00;0.17;-0.91;-0.58;-1.04
0.03;-0.03;1.15;0.08;-0.12;-0.05;-0.92;-0.60;-1.04
0.03;-0.02;1.13;-0.04;0.08;-0.02;-0.92;-0.62;-1.04
0.02;-0.03;1.15;0.33;0.75;-0.12;-0.92;-0.61;-1.04
0.02;-0.03;1.14;-0.01;0.33;-0.18;-0.93;-0.61;-1.05
0.03;-0.02;1.15;0.59;0.26;0.21;-0.92;-0.62;-1.04
0.03;0.16;1.15;-0.70;-2.48;3.00;-0.77;-0.70;-0.96
0.01;0.24;1.11;0.45;1.71;20.91;-0.50;-0.65;-0.40
-0.03;0.30;1.18;0.74;5.39;8.42;-0.19;-0.47;-0.17
0.01;0.45;1.15;-0.51;2.60;-18.10;0.22;-0.40;-0.66
0.01;0.38;1.16;1.58;9.21;-29.35;0.61;-0.16;-1.42
0.00;0.51;1.15;-1.16;3.84;-15.70;1.05;-0.06;-1.82
1.16;0.24;0.64;0.81;15.84;-26.67;1.22;-0.45;-2.96
-0.08;0.37;1.16;-0.68;-5.05;-22.65;1.49;-0.63;-4.12
0.02;0.37;1.14;0.97;-19.08;7.11;1.84;-1.18;-3.91
-0.00;0.26;1.12;3.15;-4.94;40.95;2.15;-1.28;-2.81
-0.07;0.06;1.13;3.00;-2.48;74.86;2.24;-1.25;-0.86
0.01;-0.05;1.12;5.79;-2.03;111.82;2.30;-1.28;2.16
0.10;-0.11;1.08;5.24;1.53;94.42;2.27;-1.31;4.62
0.02;-0.18;1.21;3.56;-0.38;46.92;2.15;-1.31;5.88
-0.01;-0.38;1.18;3.50;-3.31;45.76;1.85;-1.37;7.16
-0.08;-0.40;1.15;2.39;-3.45;68.05;1.52;-1.36;8.93
-0.09;-0.38;1.04;1.38;1.74;31.98;1.16;-1.22;9.92
-0.09;-0.36;1.19;2.74;-0.93;47.20;0.89;-1.15;11.20
0.03;-0.47;1.17;4.42;1.33;96.86;0.55;-1.11;13.72
0.08;-0.56;1.16;4.69;-5.31;103.44;0.18;-1.29;16.51
0.02;-0.52;1.12;1.39;2.51;19.50;-0.28;-1.20;17.06
-0.02;-0.36;1.12;0.10;0.31;-8.16;-0.62;-1.16;16.84
-0.04;-0.31;1.20;1.09;4.86;3.01;-0.86;-0.98;16.92
0.05;-0.28;1.07;0.65;5.94;8.08;-1.11;-0.85;17.13
0.00;-0.24;1.19;0.92;3.55;-9.63;-1.29;-0.74;16.88
0.01;-0.17;1.14;-0.47;-1.86;-12.21;-1.44;-0.78;16.55
0.02;-0.02;1.15;-0.88;-2.38;-0.09;-1.46;-0.86;16.54
0.02;-0.02;1.15;0.02;-0.80;-0.10;-1.45;-0.88;16.54
0.03;-0.02;1.15;-0.30;-0.26;-0.34;-1.44;-0.90;16.53
0.02;-0.02;1.13;-0.03;-0.21;-0.22;-1.44;-0.91;16.52
0.02;-0.03;1.15;-0.38;-0.82;-3.72;-1.45;-0.93;16.42
0.02;-0.03;1.14;-0.73;0.10;-23.11;-1.47;-0.93;15.78
0.02;-0.01;1.14;-0.51;0.34;-13.40;-1.46;-0.93;15.43
0.02;-0.02;1.15;-0.06;1.09;-10.71;-1.45;-0.90;15.14
0.03;-0.01;1.14;-0.04;1.41;-4.85;-1.44;-0.87;15.00
0.02;-0.02;1.14;-0.61;-0.64;-0.65;-1.45;-0.89;14.99
0.02;-0.02;1.15;-0.19;-0.24;0.02;-1.45;-0.91;14.99
0.03;-0.02;1.15;0.01;0.19;0.01;-1.44;-0.91;14.99
0.02;-0.01;1.14;0.14;0.13;-0.01;-1.42;-0.91;14.99
0.02;-0.02;1.14;-0.12;-0.21;0.11;-1.42;-0.92;14.99
0.02;-0.02;1.15;-0.27;-0.42;-10.82;-1.42;-0.93;14.71
0.02;-0.02;1.14;-0.80;0.37;-10.88;-1.43;-0.92;14.41
0.02;-0.03;1.15;-0.88;-2.07;-19.93;-1.46;-0.98;13.86
0.03;-0.01;1.15;-0.39;1.36;-21.63;-1.45;-0.95;13.29
0.02;-0.02;1.15;0.33;0.86;-2.70;-1.43;-0.93;13.22
0.02;-0.02;1.15;-0.10;-0.44;-4.89;-1.42;-0.95;13.07
0.03;-0.02;1.15;-0.01;0.42;-2.53;-1.42;-0.95;13.00
0.02;-0.02;1.15;-0.06;0.20;-0.82;-1.40;-0.95;12.98
0.02;-0.02;1.13;-0.06;0.36;-1.64;-1.40;-0.93;12.94
0.03;-0.01;1.15;-0.18;0.36;-2.60;-1.39;-0.93;12.87
0.02;-0.02;1.15;-0.15;0.22;-0.15;-1.38;-0.93;12.87
0.02;-0.02;1.15;0.08;0.48;-0.31;-1.37;-0.92;12.86
0.03;-0.02;1.16;-0.12;0.49;0.14;-1.36;-0.92;12.86
0.03;-0.01;1.14;-0.12;0.17;0.01;-1.34;-0.93;12.86
0.02;-0.02;1.15;-0.16;0.22;0.16;-1.34;-0.92;12.87
0.02;-0.02;1.14;-0.13;0.52;0.01;-1.34;-0.91;12.87
0.02;-0.02;1.15;-0.01;0.22;-0.10;-1.34;-0.90;12.86
0.03;-0.01;1.15;0.46;-0.39;-0.05;-1.31;-0.92;12.86
0.02;-0.02;1.15;-0.22;-0.19;-0.53;-1.31;-0.93;12.85
0.02;-0.02;1.14;0.05;0.05;-0.22;-1.31;-0.93;12.84
0.02;-0.02;1.14;0.33;0.13;0.02;-1.29;-0.92;12.84
0.03;-0.01;1.15;-0.22;0.14;0.17;-1.29;-0.93;12.85
0.02;-0.02;1.15;0.13;0.03;0.14;-1.28;-0.93;12.85
0.03;-0.02;1.15;0.13;0.17;0.24;-1.27;-0.94;12.86
0.03;-0.02;1.14;-0.19;0.45;0.02;-1.27;-0.93;12.86
0.02;-0.02;1.14;-0.57;0.07;-0.18;-1.29;-0.93;12.85
0.03;-0.03;1.15;0.13;0.20;-0.01;-1.28;-0.94;12.85
0.02;-0.02;1.14;-0.19;0.20;-0.13;-1.29;-0.93;12.84
0.03;-0.01;1.15;0.30;0.10;-0.13;-1.26;-0.94;12.84
0.03;-0.02;1.15;0.04;-0.29;-0.10;-1.25;-0.96;12.84
0.03;-0.02;1.14;-0.09;-0.12;-0.27;-1.25;-0.97;12.83
0.02;-0.02;1.15;-0.09;0.22;-0.22;-1.25;-0.96;12.82
0.02;-0.02;1.15;0.28;-0.01;-0.16;-1.24;-0.96;12.82
0.02;-0.02;1.13;0.54;-0.10;0.13;-1.22;-0.97;12.82
0.02;-0.02;1.14;0.05;0.49;-0.54;-1.21;-0.95;12.81
0.03;-0.02;1.14;0.08;0.13;-0.18;-1.20;-0.95;12.80
0.02;-0.02;1.14;-0.12;0.28;-0.10;-1.20;-0.95;12.80
0.02;-0.02;1.15;-0.18;-0.24;0.24;-1.20;-0.96;12.81
0.02;-0.02;1.15;0.17;-0.12;-0.05;-1.19;-0.96;12.81
0.02;-0.02;1.14;-0.18;0.03;-0.04;-1.19;-0.96;12.81
0.03;-0.03;1.15;0.01;0.17;0.21;-1.19;-0.96;12.81
0.03;-0.02;1.15;0.62;0.98;-0.18;-1.17;-0.95;12.81
0.02;-0.02;1.15;0.68;3.64;0.08;-1.15;-0.85;12.81
0.02;-0.02;1.14;0.66;4.20;0.13;-1.13;-0.74;12.81
0.02;-0.02;1.15;1.01;5.74;0.22;-1.10;-0.59;12.82
-0.01;-0.03;1.14;0.05;1.12;15.95;-1.11;-0.53;13.46
-0.01;-0.07;1.15;0.49;-3.71;24.74;-1.14;-0.61;14.12
-0.03;-0.19;1.18;0.43;-3.17;29.17;-1.28;-0.66;14.88
0.03;-0.21;1.14;1.06;-1.00;26.14;-1.43;-0.70;15.59
-0.02;-0.30;1.17;0.02;-1.49;0.79;-1.69;-0.71;15.61
-0.06;-0.32;1.18;-0.03;-0.41;-0.59;-1.94;-0.66;15.59
-0.08;-0.38;1.20;-0.10;4.46;13.21;-2.24;-0.47;15.95
-0.04;-0.42;1.14;0.16;0.57;28.28;-2.58;-0.41;16.71
-0.04;-0.49;1.13;1.07;-0.26;32.95;-2.96;-0.38;17.60
-0.02;-0.55;1.16;1.72;-1.77;50.16;-3.35;-0.41;18.96
0.11;-0.62;1.14;0.59;-4.71;50.69;-3.79;-0.61;20.48
0.04;-0.50;1.13;-1.54;2.80;6.11;-4.23;-0.55;20.65
-0.16;-0.39;1.31;-3.37;-1.20;-23.55;-4.53;-0.47;20.01
-0.24;-0.17;1.15;-2.56;5.68;-17.12;-4.64;-0.10;19.57
-0.21;-0.11;1.27;-0.01;1.07;43.82;-4.64;0.10;20.80
0.16;-0.25;1.19;-0.80;-1.16;73.15;-4.78;-0.06;22.77
0.24;-0.03;1.03;-3.69;-14.44;-25.31;-4.80;-0.68;22.11
0.07;0.26;1.22;-1.95;8.40;-105.03;-4.53;-0.49;19.17
0.24;0.36;1.25;-4.32;-1.74;-149.43;-4.28;-0.70;15.29
-0.23;0.61;1.30;-4.10;-10.04;-103.96;-3.88;-0.85;12.06
-0.07;0.56;1.05;-2.85;-25.20;-45.98;-3.35;-1.45;10.82
-0.07;0.48;1.18;0.01;-6.88;9.09;-2.86;-1.55;11.06
0.09;0.44;1.16;-3.52;-8.15;-7.64;-2.51;-1.80;10.85
0.16;0.36;1.12;-1.67;0.39;-50.16;-2.19;-1.88;9.50
0.03;0.30;1.16;-2.22;2.28;-65.43;-1.92;-1.81;7.80
-0.01;0.30;1.13;-1.11;5.68;-64.71;-1.61;-1.61;6.05
-0.02;0.28;1.09;-1.84;3.03;-51.08;-1.34;-1.48;4.67
0.00;0.16;1.13;-0.77;-1.80;-30.02;-1.18;-1.50;3.89
0.07;0.12;1.11;-0.90;-2.59;-32.85;-1.06;-1.60;3.00
0.03;0.04;1.14;-0.50;0.39;-20.91;-1.01;-1.58;2.35
0.03;-0.01;1.14;-0.71;-1.84;-7.46;-1.01;-1.62;2.16
0.03;-0.04;1.14;0.16;0.31;-0.15;-1.02;-1.61;2.16
0.02;-0.02;1.14;-0.01;0.14;-0.21;-1.02;-1.60;2.15
0.02;-0.03;1.14;0.01;-0.59;-0.31;-1.03;-1.61;2.14
0.03;-0.03;1.15;-0.36;-0.03;-0.10;-1.05;-1.61;2.14
0.02;-0.03;1.14;0.51;0.22;-0.13;-1.04;-1.59;2.14
0.02;-0.02;1.15;0.01;-0.74;0.37;-1.04;-1.59;2.15
0.02;-0.02;1.14;-0.22;-0.88;-0.22;-1.05;-1.61;2.14
0.03;-0.03;1.14;0.04;-0.29;-0.33;-1.05;-1.62;2.12
0.02;-0.03;1.16;0.26;1.13;-0.27;-1.05;-1.57;2.12
0.02;-0.03;1.15;0.43;0.02;0.30;-1.05;-1.56;2.12
0.02;-0.02;1.15;-0.01;-1.42;-0.10;-1.04;-1.59;2.12
0.02;-0.03;1.15;0.04;-0.38;-0.09;-1.05;-1.59;2.12
0.03;-0.02;1.14;0.13;1.47;0.11;-1.05;-1.54;2.12
0.02;-0.02;1.14;0.05;1.38;-0.02;-1.05;-1.50;2.12
0.02;-0.02;1.15;0.43;2.28;0.01;-1.04;-1.43;2.12
0.02;-0.03;1.14;0.71;2.43;0.04;-1.03;-1.35;2.12
0.02;-0.02;1.15;0.33;2.23;0.04;-1.02;-1.29;2.12
0.02;-0.02;1.15;0.42;0.26;0.28;-1.01;-1.28;2.13
0.03;-0.02;1.15;0.10;-1.87;0.04;-1.01;-1.33;2.13
0.12;0.35;1.13;1.70;1.44;-4.34;-0.63;-1.35;2.00
0.23;1.09;1.07;-1.37;1.20;-24.92;0.15;-1.42;1.35
0.22;0.60;1.11;0.57;5.68;-58.25;0.65;-1.38;-0.22
-0.25;0.70;1.16;0.28;13.59;-108.39;1.17;-0.84;-3.15
-0.33;0.39;1.18;1.88;6.77;-46.50;1.48;-0.40;-4.41
-0.13;0.13;1.14;-0.59;-9.49;72.98;1.56;-0.53;-2.44
-0.03;-0.18;1.12;-0.30;-11.58;80.19;1.34;-0.79;-0.35
-0.03;-0.82;1.14;1.07;-2.94;17.70;0.64;-0.84;0.13
-0.10;-1.22;1.19;-3.26;-23.87;45.23;-0.33;-1.43;1.39
0.40;-1.82;1.10;2.57;-5.86;78.17;-1.27;-1.71;3.43
0.11;-1.22;1.13;-2.33;1.62;-35.57;-2.19;-1.69;2.54
0.17;-0.91;1.12;-1.72;2.74;-80.18;-2.90;-1.68;0.45
0.08;-0.24;1.01;-4.42;16.33;-99.57;-3.21;-1.28;-2.34
0.10;0.15;0.94;-1.69;23.64;-92.73;-3.03;-0.73;-4.84
0.08;0.31;1.14;-3.75;1.61;-66.53;-2.78;-0.74;-6.57
-0.06;0.54;1.12;-3.75;-6.67;-47.26;-2.33;-0.86;-7.89
-0.11;0.57;1.06;-0.77;4.08;-43.09;-1.79;-0.66;-9.06
-0.15;0.43;1.19;-1.96;10.63;-52.36;-1.44;-0.27;-10.42
-0.24;0.27;1.17;1.23;3.56;-0.74;-1.16;0.02;-10.44
0.06;-0.03;1.11;-0.27;-2.48;-0.36;-1.17;-0.12;-10.45
0.00;-0.04;1.18;-1.95;-6.13;0.40;-1.24;-0.28;-10.44
0.04;-0.12;1.14;-1.09;-5.75;6.63;-1.36;-0.46;-10.26
0.03;-0.00;1.13;0.10;-1.00;8.22;-1.33;-0.50;-10.04
0.02;0.05;1.16;-0.33;0.14;1.47;-1.27;-0.51;-10.00
0.02;-0.02;1.15;-0.06;-0.38;0.08;-1.27;-0.53;-10.00
0.01;-0.02;1.16;0.68;1.55;6.04;-1.24;-0.49;-9.83
0.04;-0.03;1.13;0.28;-1.14;18.19;-1.23;-0.55;-9.34
0.03;-0.02;1.16;0.54;-2.96;16.11;-1.22;-0.64;-8.91
0.02;-0.02;1.15;1.04;1.27;6.72;-1.18;-0.62;-8.73
0.01;0.02;1.13;0.43;-1.52;25.06;-1.12;-0.67;-7.73
0.01;0.01;1.14;1.39;0.71;30.04;-1.06;-0.65;-6.92
0.02;-0.01;1.13;0.98;0.83;36.22;-1.02;-0.64;-5.98
0.04;-0.04;1.13;0.91;-0.94;37.17;-1.02;-0.69;-4.97
0.02;-0.02;1.17;1.32;0.45;39.35;-0.98;-0.68;-3.91
0.06;-0.05;1.15;1.27;-1.11;31.70;-0.97;-0.75;-3.09
0.02;-0.04;1.16;0.55;-0.36;22.95;-0.97;-0.77;-2.47
0.04;-0.04;1.14;1.21;-0.10;18.36;-0.96;-0.79;-1.97
0.01;0.01;1.13;0.34;0.13;17.29;-0.91;-0.78;-1.52
0.03;-0.02;1.13;0.52;-0.74;17.40;-0.90;-0.81;-1.05
0.00;0.03;1.18;0.97;0.86;8.88;-0.83;-0.77;-0.78
-0.04;0.18;1.16;0.49;0.74;0.43;-0.63;-0.70;-0.77
-0.03;0.44;1.10;0.95;12.69;-11.92;-0.16;-0.32;-1.10
-0.11;0.88;1.20;1.64;0.20;7.47;0.56;-0.25;-0.90
-0.02;0.94;1.11;2.77;0.17;40.07;1.42;-0.23;0.18
0.00;0.90;1.19;6.45;-38.99;111.70;2.30;-1.25;3.19
-0.06;0.70;1.16;5.23;4.68;93.44;3.11;-0.97;7.77
-0.07;-0.25;1.17;2.71;-4.06;66.46;2.93;-1.07;10.70
-0.12;-0.76;1.18;2.39;1.94;68.16;2.34;-0.92;12.54
-0.04;-1.46;1.16;2.19;4.29;78.71;1.33;-0.78;14.58
0.25;-1.81;1.15;-0.68;-7.49;55.47;0.24;-1.09;16.30
-0.14;-1.39;1.07;-3.29;6.17;-9.84;-0.83;-0.84;16.04
-0.24;-1.65;1.21;0.68;0.08;-84.59;-1.77;-0.72;13.84
-0.14;-0.63;0.66;1.00;1.35;-131.34;-2.47;-0.55;10.16
